,user_id,data,label,drug_name,condition,useful_count,word_count
62,user74214,"""I&#039;m at the end of my third month and I couldn&#039;t be happier. The only side effects I&#039;ve had are a heightened sense of smell (can&#039;t deal with most smells anymore) and a recurring dizzy feeling. Since this is my first pill I can&#039;t really compare it to anything, but as everyone should when taking a medication, I&#039;m going to stick with it for a while and give my body time to adjust. I am very happy with this pill the only worry I have is the mention of breast enlargement. A big chest runs in my family and I can&#039;t afford to get any bigger. """,10,Ethinyl estradiol / norethindrone,Birth Control,1,107
63,user73050,"""Been on this for a week now. So far my acne has cleared up. Breasts have noticeably gotten larger. Sex drive is definitely higher (and more enjoyable). Some food cravings but not larger appetite. Just want certain things. Had slight tension headaches and mild nausea first few days, however increasing my water intake helped dissipate these symptoms. Slight moodiness first few days similar to PMS but less intense. Some loose stools. On day 8 and feeling great. The body was just getting used to the new hormones. The boyfriend loves the noticeably larger breasts and increased sex drive.""",10,Ethinyl estradiol / norethindrone,Birth Control,11,98
64,user15771,"""I was on this pill for three years before me and my hubby decided to have a baby! I loved it though it was given to me for severe cramping and heavy periods and and never felt sick on it and it lowered my period to 3 days and low periods! It was amazing sometimes my period wouldn&#039;t even come because I was skipping the brown ones and going straight to a new pack my cramping was gone and if I ever did get it was very mild better than how I used to get them! I love this birth control!""",10,Ethinyl estradiol / norethindrone,Birth Control,6,101
65,user74016,"""I am 29 and I have never been in birth control before. I was recommended to this pill and it has been a wonderful experience. At first, I was scared because of all the stories you hear about mood swings and weight gain, but I have not experienced either. My weight is the same, my mood hasn&#039;t change. I barely get my period, if any. No ACNE! My sexual drive is very high, and I haven&#039;t felt any side effects. I am happy with this pill. Even if my insurance doesn&#039;t cover, it&#039;s worth it!""",10,Ethinyl estradiol / norethindrone,Birth Control,1,95
66,user15872,"""I&#039;ve been on this for about 6 months and have had a very positive experience, except when I started taking it my bleeding continued for about a month. I had some mild cramping, which I didn&#039;t even have to take Advil for. I got on this pill for endometriosis, usually I have debilitating cramps and severe proctalgia fugax during my period and not have experienced any of that. My only symptoms are breast tenderness for about the first month and I&#039;ve gained a couple of pounds at the most. No acne. Highly recommend!""",10,Ethinyl estradiol / norethindrone,Birth Control,5,93
67,user15214,"""I have been on this pill for four years now and it has been working wonderfully. I still get light cramping during my cycle and sometimes no cramps at all. I also have anxiety and am on medicine for that and have no counter acting side effects. I look up all my medicine on google before making up my pill box to see what pills to take with what so I don&#039;t have any bad effects from them. The only downside is I am more tired in the afternoon then in the morning or at night.""",10,Ethinyl estradiol / norethindrone,Birth Control,0,96
68,user73117,"""I wish my doctor would have told me that one side effect (if you can call it that) is NO PERIOD! I&#039;ve been panicking thinking I&#039;m pregnant and after reading all the comments, this is totally normal!  I&#039;ve been on it for 3 months now and I love it! Now that I know I&#039;m not pregnant! I still get cramps and bloating, a few break outs, but no other side effects.  A bit pricy, &amp;75 for three month supply.  Hoping my new insurance will cover some of it though.""",10,Ethinyl estradiol / norethindrone,Birth Control,37,89
69,user73691,"""I have tried many birth control pills and I ABSOLUTELY LOVE LOVE this pill.  So many others have cause extreme moodiness, anger, and depression.  This pill works great at keeping my hormones level, my skin is clear and I have had no weight gain. My period is barely anything and usually I don&#039;t even have one.   I highly recommend this pill. I know everyone is different but if you have tried other and they caused you to lose your mind, try this one.  The only downfall is that it can be pricey if your insurance does not fully cover it.""",10,Ethinyl estradiol / norethindrone,Birth Control,11,100
70,user73969,"""After trying several different birth control options (pill/IUD) this is by far the best one so far ... I&#039;ve been taking it for a little over 4 years and it is very effective with  minimal side effects - mostly physical symptoms like slight dizziness from time to time and slight discoloration on my face which is easily covered with powder.  Over the course of the last year or two, my periods went from your average 5 to 7 day period to a very nice 3 day, very light period.""",10,Ethinyl estradiol / norethindrone,Birth Control,9,89
71,user73530,"""I started taking this pill for acne because I had terrible terrible acne but now my face is completely cleared up and I barely ever get any zits. It also makes my period a lot lighter which I absolutely love because I don&#039;t have to worry about it at school or when I&#039;m out with friends. It also worked very well for me as birth control. It may have moved me up a bra size to a C but I don&#039;t see that as a problem. Overall this is a great pill.""",10,Ethinyl estradiol / norethindrone,Birth Control,28,92
72,user14769,"""I&rsquo;ve been on this medication for 2 years now, when I first started taking it it made me sick to my stomach after about 4 months I was fine. It helped me a lot I&rsquo;m anemic andIi was also having periods for 2-3 weeks straight and then 2 days off and then it started again. My periods also made me pass out and throw up I could work out with my sport teams or run while I was on it I would get dizzy and a lot of the time pass out  or have to leave school because of barely being able to stand at school. Love this but everyone is different.""",10,Ethinyl estradiol / norethindrone,Birth Control,0,112
73,user72795,"""I&#039;ve been on this medication for about 6 months now. I really love it. The first period i had on this pill was pretty rough. Like crazy heavy with lots of clots/tissue. But that was a one time thing. Then I would spot for two weeks at a time and that got annoying. But Now my periods are very light and last only a few days but still with same period symptoms. So far no weight gain at all but my breasts have gotten huge! I was an A cup and now I&#039;m a C. My skin is also very clear! I don&#039;t really have any complaints!""",10,Ethinyl estradiol / norethindrone,Birth Control,5,107
74,user16174,"""I initially hated this medication because it made me bloated and constipated due to all the iron.  I&#039;m very health conscious so it was a bit unnerving to suddenly gain 5 pounds (I generally stay the same weight).  But once I started my fourth pill pack, it seems like a lot of the side effects subsided.  I also haven&#039;t had any periods, which I&#039;m totally fine with.  Other positive side effects: Am not pregnant. My hair is thicker (I had a very stressful year that made my hair fall out). Skin is better, though I&#039;ve never really had acne.  My advice if taking this pill is to drink plenty of water, watch your salt intake, and be patient.""",10,Ethinyl estradiol / norethindrone,Birth Control,24,118
75,user15173,"""This is the only birth control that I have used and it was recommended to me by a friend. I have been on it for over two years now and have had virtually no side effects at all. During my first month on it I spotted almost everyday, but after that I did not have a single issue with this pill. My periods are extremely light to the point where I have not even needed a pad or tampon in two years. I have not experienced any acne, mood swings, weight gain, or libido changes whatsoever.""",10,Ethinyl estradiol / norethindrone,Birth Control,10,96
76,user16111,"""After years of trying different birth controls I finally hit the jackpot with this one. I&#039;m 32 years old and I definitely went through my share of experiences with other birth controls but this one has been the best one thus far. No side effects for me, no nausea, no mood swings and loss of libido. Weight loss? I actually lost around 10 lbs the first couple months I started this birth control and a couple people I knew who were taking the same medication told me they had the same response. Glad I finally found the right one for me.""",10,Ethinyl estradiol / norethindrone,Birth Control,4,101
77,user14921,"""I am in my 40&#039;s. I wanted to try this pill to control my very heavy periods. I was a little worried after hearing all the stories. I had a little bit of break out bleeding in the second month but other wise no side effects. The first few months I had a light period for 2 days each month. I only needed pantyliners. I am on my fourth month and I had no period. I highly recommend this BC. It worked great for me. I love it.""",10,Ethinyl estradiol / norethindrone,Birth Control,6,88
78,user73737,"""I had my first baby at 15 years old, I was not on any method of Birth Control. I have been on the pill ever since I was 16 years old. Stopped the pill at 24 to have a baby and had twins. Then went back on it for 5 years and stopped it to have another baby, then started the pill again. After 15 months I stopped the pill to have another baby and been on it since. This pill is wonderful. I would reccoment it to anybody. They work very well.""",10,Ethinyl estradiol / norethindrone,Birth Control,7,93
79,user73041,"""I&#039;m 18 I&#039;ve been on the pill for a month now and love it.  The first pill I took I did get very nauseous but nothing water and a nap couldn&#039;t fix. Breasts have gotten a cup size larger,  more sexually active but my boyfriend doesn&#039;t mind.  Haven&#039;t had any pregnancy scares, but I have not had a period yet. I switched from the Depo shot to the pill and I like the pill a lot more.  Just need to remember to take it everyday around the same time.""",10,Ethinyl estradiol / norethindrone,Birth Control,15,89
